,geonameid,name,asciiname,latitude,longitude,feature_code,country_code,population,timezone
14917,3393106,Paragominas,Paragominas,-2.99565,-47.35488,PPL,BR,105550,America/Belem
14947,3393536,Olinda,Olinda,-8.00889,-34.85528,PPL,BR,366754,America/Recife
14981,3394023,Natal,Natal,-5.795,-35.20944,PPLA,BR,896708,America/Fortaleza
15013,3394682,Mossoró,Mossoro,-5.1875,-37.34417,PPL,BR,264577,America/Fortaleza
15062,3395449,Maranguape,Maranguape,-3.89083,-38.68556,PPL,BR,105093,America/Fortaleza
15065,3395473,Maracanaú,Maracanau,-3.87667,-38.62556,PPL,BR,234509,America/Fortaleza
15068,3395503,Marabá,Maraba,-5.38146,-49.13232,PPL,BR,145860,America/Belem
15081,3395981,Maceió,Maceio,-9.66583,-35.73528,PPLA,BR,1031597,America/Maceio
15084,3396016,Macapá,Macapa,0.03889,-51.06639,PPLA,BR,512902,America/Belem
15135,3397147,Juazeiro do Norte,Juazeiro do Norte,-7.21306,-39.31528,PPL,BR,225230,America/Fortaleza
15136,3397154,Juazeiro,Juazeiro,-9.41167,-40.49861,PPL,BR,237821,America/Bahia
15145,3397277,João Pessoa,Joao Pessoa,-7.115,-34.86306,PPLA,BR,817511,America/Fortaleza
15179,3397838,Jaboatão,Jaboatao,-8.18028,-35.00139,PPLL,BR,702621,America/Recife
15188,3397893,Itacoatiara,Itacoatiara,-3.14306,-58.44417,PPL,BR,112520,America/Manaus
15195,3397909,Itapipoca,Itapipoca,-3.49444,-39.57861,PPL,BR,131123,America/Fortaleza
15200,3397967,Itaituba,Itaituba,-4.27611,-55.98361,PPL,BR,123314,America/Santarem
15221,3398115,Ipojuca,Ipojuca,-8.39889,-35.06389,PPL,BR,105638,America/Recife
15233,3398269,Imperatriz,Imperatriz,-5.52639,-47.49167,PPL,BR,218106,America/Fortaleza
15240,3398352,Igarassu,Igarassu,-7.83417,-34.90639,PPL,BR,122312,America/Recife
15291,3399058,Garanhuns,Garanhuns,-8.88202,-36.50216,PPL,BR,151064,America/Recife
15306,3399415,Fortaleza,Fortaleza,-3.71722,-38.54306,PPLA,BR,2400000,America/Fortaleza
15376,3401545,Crato,Crato,-7.23417,-39.40944,PPL,BR,131050,America/Fortaleza
15404,3402000,Codó,Codo,-4.45528,-43.88556,PPL,BR,114275,America/Fortaleza
15422,3402383,Caxias,Caxias,-4.85889,-43.35611,PPL,BR,156973,America/Fortaleza
15423,3402429,Caucaia,Caucaia,-3.73611,-38.65306,PPL,BR,355679,America/Fortaleza
15432,3402591,Castanhal,Castanhal,-1.29389,-47.92639,PPL,BR,192256,America/Belem
15437,3402655,Caruaru,Caruaru,-8.28333,-35.97611,PPLA2,BR,402290,America/Recife
15485,3403642,Campina Grande,Campina Grande,-7.23056,-35.88111,PPL,BR,348936,America/Fortaleza
15489,3403697,Cametá,Cameta,-2.24444,-49.49583,PPL,BR,134184,America/Belem
15491,3403741,Camaragibe,Camaragibe,-8.02167,-34.98111,PPL,BR,155771,America/Recife
15520,3404545,Cabo de Santo Agostinho,Cabo de Santo Agostinho,-8.28773,-35.02925,PPLA2,BR,216969,America/Recife
15533,3404817,Breves,Breves,-1.68222,-50.48028,PPL,BR,106968,America/Belem
15546,3405006,Bragança,Braganca,-1.05361,-46.76556,PPL,BR,123082,America/Belem
15588,3405870,Belém,Belem,-1.45583,-48.50444,PPLA,BR,1499641,America/Belem
15609,3406429,Barcarena,Barcarena,-1.50583,-48.62583,PPL,BR,126650,America/Belem
15615,3406545,Balsas,Balsas,-7.5325,-46.03556,PPL,BR,101767,America/Fortaleza
15625,3406910,Bacabal,Bacabal,-4.23246,-44.78164,PPL,BR,103711,America/Fortaleza
15656,3407327,Arapiraca,Arapiraca,-9.7525,-36.66111,PPL,BR,243661,America/Maceio
15660,3407357,Araguaína,Araguaina,-7.19111,-48.20722,PPL,BR,105019,America/Araguaina
15678,3407669,Ananindeua,Ananindeua,-1.36556,-48.37222,PPL,BR,433956,America/Belem
15698,3407882,Altamira,Altamira,-3.20333,-52.20639,PPL,BR,126279,America/Santarem
15737,3408404,Abreu e Lima,Abreu e Lima,-7.91167,-34.90278,PPL,BR,103945,America/Recife
15740,3408424,Abaetetuba,Abaetetuba,-1.71806,-48.8825,PPL,BR,158188,America/Belem
15798,3444866,Votorantim,Votorantim,-23.54667,-47.43778,PPL,BR,127923,America/Sao_Paulo
15799,3444876,Volta Redonda,Volta Redonda,-22.52306,-44.10417,PPL,BR,279898,America/Sao_Paulo
15802,3444914,Vitória da Conquista,Vitoria da Conquista,-14.86611,-40.83944,PPL,BR,253137,America/Bahia
15804,3444924,Vitória,Vitoria,-20.31944,-40.33778,PPLA,BR,312656,America/Sao_Paulo
15816,3445026,Vila Velha,Vila Velha,-20.32972,-40.2925,PPL,BR,394930,America/Sao_Paulo
15818,3445061,Vila Mariana,Vila Mariana,-23.58833,-46.63464,PPLX,BR,127286,America/Sao_Paulo
15819,3445062,Vila Maria,Vila Maria,-23.51408,-46.58625,PPLX,BR,108543,America/Sao_Paulo
15829,3445156,Viamão,Viamao,-30.08111,-51.02333,PPL,BR,285269,America/Sao_Paulo
15832,3445162,Vespasiano,Vespasiano,-19.69194,-43.92333,PPL,BR,129246,America/Sao_Paulo
15849,3445446,Várzea Paulista,Varzea Paulista,-23.21139,-46.82833,PPL,BR,115771,America/Sao_Paulo
15851,3445451,Várzea Grande,Varzea Grande,-15.64667,-56.1325,PPL,BR,314627,America/Cuiaba
15856,3445487,Varginha,Varginha,-21.55139,-45.43028,PPL,BR,136467,America/Sao_Paulo
15865,3445578,Valinhos,Valinhos,-22.97056,-46.99583,PPL,BR,126373,America/Sao_Paulo
15877,3445679,Uruguaiana,Uruguaiana,-29.75472,-57.08833,PPL,BR,123480,America/Sao_Paulo
15895,3445782,Umuarama,Umuarama,-23.76639,-53.325,PPL,BR,117095,America/Sao_Paulo
15903,3445831,Uberlândia,Uberlandia,-18.91861,-48.27722,PPL,BR,563536,America/Sao_Paulo
15904,3445839,Uberaba,Uberaba,-19.74833,-47.93194,PPL,BR,337836,America/Sao_Paulo
15912,3445859,Ubá,Uba,-21.12,-42.94278,PPL,BR,103365,America/Sao_Paulo
15933,3445993,Tubarão,Tubarao,-28.46667,-49.00694,PPL,BR,110088,America/Sao_Paulo
15941,3446038,Trindade,Trindade,-16.64944,-49.48889,PPL,BR,142431,America/Sao_Paulo
15973,3446370,Toledo,Toledo,-24.71361,-53.74306,PPL,BR,119313,America/Sao_Paulo
16001,3446606,Teresópolis,Teresopolis,-22.4167,-42.97822,PPL,BR,176692,America/Sao_Paulo
16005,3446621,Teófilo Otoni,Teofilo Otoni,-17.8575,-41.50528,PPL,BR,101170,America/Sao_Paulo
16013,3446682,Taubaté,Taubate,-23.02639,-45.55528,PPLA2,BR,317915,America/Sao_Paulo
16014,3446692,Tatuí,Tatui,-23.35556,-47.85694,PPLA2,BR,122967,America/Sao_Paulo
16061,3447186,Taboão da Serra,Taboao da Serra,-23.62611,-46.79167,PPLA2,BR,273542,America/Sao_Paulo
16065,3447212,Suzano,Suzano,-23.5425,-46.31083,PPL,BR,307429,America/Sao_Paulo
16067,3447259,Sumaré,Sumare,-22.82194,-47.26694,PPLA2,BR,286211,America/Sao_Paulo
16071,3447399,Sorocaba,Sorocaba,-23.50167,-47.45806,PPLA2,BR,687357,America/Sao_Paulo
16098,3447624,Sete Lagoas,Sete Lagoas,-19.46583,-44.24667,PPL,BR,227397,America/Sao_Paulo
16101,3447651,Sertãozinho,Sertaozinho,-21.13778,-47.99028,PPL,BR,126887,America/Sao_Paulo
16120,3447779,Serra,Serra,-20.12861,-40.30778,PPL,BR,520653,America/Sao_Paulo
16134,3447854,Senador Canedo,Senador Canedo,-16.70806,-49.09306,PPL,BR,118451,America/Sao_Paulo
16155,3447998,Sarandi,Sarandi,-23.44361,-51.87389,PPL,BR,118455,America/Sao_Paulo
16158,3448031,Sapucaia do Sul,Sapucaia do Sul,-29.81782,-51.14551,PPL,BR,132107,America/Sao_Paulo
16164,3448136,São Vicente,Sao Vicente,-23.96306,-46.39194,PPL,BR,329911,America/Sao_Paulo
16198,3448351,São Pedro da Aldeia,Sao Pedro da Aldeia,-22.83917,-42.10278,PPL,BR,110556,America/Sao_Paulo
16200,3448439,São Paulo,Sao Paulo,-23.5475,-46.63611,PPLA,BR,12400232,America/Sao_Paulo
16212,3448519,São Mateus,Sao Mateus,-18.72011,-39.85891,PPL,BR,123752,America/Sao_Paulo
16224,3448622,São Leopoldo,Sao Leopoldo,-29.76028,-51.14722,PPL,BR,209229,America/Sao_Paulo
16225,3448632,São José dos Pinhais,Sao Jose dos Pinhais,-25.5302,-49.20836,PPL,BR,329628,America/Sao_Paulo
16226,3448636,São José dos Campos,Sao Jose dos Campos,-23.17944,-45.88694,PPLA2,BR,729737,America/Sao_Paulo
16228,3448639,São José do Rio Preto,Sao Jose do Rio Preto,-20.81972,-49.37944,PPLA2,BR,480393,America/Sao_Paulo
16251,3448742,São José,Sao Jose,-28.21344,-49.16383,PPL,BR,200000,America/Sao_Paulo
16253,3448744,São José,Sao Jose,-27.61528,-48.6275,PPL,BR,270299,America/Sao_Paulo
16270,3448877,São João de Meriti,Sao Joao de Meriti,-22.80389,-43.37222,PPL,BR,466536,America/Sao_Paulo
16326,3449319,São Carlos,Sao Carlos,-22.0175,-47.89083,PPL,BR,205035,America/Sao_Paulo
16327,3449324,São Caetano do Sul,Sao Caetano do Sul,-23.62306,-46.55111,PPL,BR,165655,America/Sao_Paulo
16332,3449344,São Bernardo do Campo,Sao Bernardo do Campo,-23.69389,-46.565,PPL,BR,743372,America/Sao_Paulo
16336,3449433,Santos,Santos,-23.96083,-46.33361,PPLA2,BR,433656,America/Sao_Paulo
16357,3449521,Santo Antônio de Jesus,Santo Antonio de Jesus,-12.96889,-39.26139,PPL,BR,103055,America/Bahia
16362,3449701,Santo André,Santo Andre,-23.66389,-46.53833,PPL,BR,662373,America/Sao_Paulo
16401,3449948,Santana de Parnaíba,Santana de Parnaiba,-23.44417,-46.91778,PPL,BR,154105,America/Sao_Paulo
16417,3450083,Santa Maria,Santa Maria,-29.68417,-53.80694,PPLA2,BR,283677,America/Sao_Paulo
16420,3450144,Santa Luzia,Santa Luzia,-19.76972,-43.85139,PPL,BR,219132,America/Sao_Paulo
16436,3450269,Santa Cruz do Sul,Santa Cruz do Sul,-29.7175,-52.42583,PPL,BR,133230,America/Sao_Paulo
16454,3450404,Santa Bárbara d'Oeste,Santa Barbara d'Oeste,-22.75361,-47.41361,PPL,BR,188000,America/Sao_Paulo
16465,3450554,Salvador,Salvador,-12.97563,-38.49096,PPLA,BR,2711840,America/Bahia
16471,3450594,Salto,Salto,-23.20083,-47.28694,PPLA2,BR,119736,America/Sao_Paulo
16488,3450817,Sabará,Sabara,-19.88639,-43.80667,PPL,BR,129380,America/Sao_Paulo
16501,3450909,Rondonópolis,Rondonopolis,-16.47083,-54.63556,PPL,BR,259167,America/Cuiaba
16520,3451055,Rio Verde,Rio Verde,-17.79806,-50.92806,PPL,BR,225696,America/Sao_Paulo
16538,3451138,Rio Grande,Rio Grande,-32.035,-52.09861,PPL,BR,187838,America/Sao_Paulo
16550,3451190,Rio de Janeiro,Rio de Janeiro,-22.90642,-43.18223,PPLA,BR,6747815,America/Sao_Paulo
16553,3451205,Rio das Ostras,Rio das Ostras,-22.52694,-41.945,PPL,BR,168099,America/Sao_Paulo
16558,3451234,Rio Claro,Rio Claro,-22.41139,-47.56139,PPL,BR,201418,America/Sao_Paulo
16576,3451328,Ribeirão Preto,Ribeirao Preto,-21.1775,-47.81028,PPLA2,BR,711825,America/Sao_Paulo
16577,3451329,Ribeirão Pires,Ribeirao Pires,-23.71056,-46.41333,PPL,BR,115559,America/Sao_Paulo
16581,3451353,Ribeirão das Neves,Ribeirao das Neves,-19.76694,-44.08667,PPL,BR,329794,America/Sao_Paulo
16610,3451668,Resende,Resende,-22.46889,-44.44667,PPL,BR,111514,America/Sao_Paulo
16641,3452073,Queimados,Queimados,-22.71611,-43.55528,PPL,BR,149093,America/Sao_Paulo
16664,3452324,Presidente Prudente,Presidente Prudente,-22.12556,-51.38889,PPL,BR,225668,America/Sao_Paulo
16677,3452465,Praia Grande,Praia Grande,-24.00583,-46.40278,PPL,BR,349935,America/Sao_Paulo
16686,3452525,Pouso Alegre,Pouso Alegre,-22.23,-45.93639,PPL,BR,152217,America/Sao_Paulo
16694,3452640,Porto Seguro,Porto Seguro,-16.44972,-39.06472,PPL,BR,168326,America/Bahia
16713,3452925,Porto Alegre,Porto Alegre,-30.03283,-51.23019,PPLA,BR,1488252,America/Sao_Paulo
16736,3453186,Ponta Grossa,Ponta Grossa,-25.095,-50.16194,PPL,BR,292177,America/Sao_Paulo
16746,3453303,Poços de Caldas,Pocos de Caldas,-21.78778,-46.56139,PPLA2,BR,168641,America/Sao_Paulo
16751,3453406,Poá,Poa,-23.52806,-46.34472,PPL,BR,103765,America/Sao_Paulo
16757,3453420,Planaltina,Planaltina,-15.45278,-47.61417,PPL,BR,105031,America/Sao_Paulo
16773,3453535,Piraquara,Piraquara,-25.44227,-49.06795,PPL,BR,118730,America/Sao_Paulo
16791,3453643,Piracicaba,Piracicaba,-22.72528,-47.64917,PPLA2,BR,407252,America/Sao_Paulo
16817,3453837,Pindamonhangaba,Pindamonhangaba,-22.92389,-45.46167,PPL,BR,165428,America/Sao_Paulo
16834,3454031,Petrópolis,Petropolis,-22.505,-43.17861,PPL,BR,272691,America/Sao_Paulo
16856,3454244,Pelotas,Pelotas,-31.76997,-52.34101,PPL,BR,320674,America/Sao_Paulo
16893,3454690,Paulínia,Paulinia,-22.76111,-47.15417,PPLA2,BR,112003,America/Sao_Paulo
16902,3454783,Patos de Minas,Patos de Minas,-18.57889,-46.51806,PPL,BR,159235,America/Sao_Paulo
16908,3454847,Passos,Passos,-20.71889,-46.60972,PPL,BR,111939,America/Sao_Paulo
16909,3454857,Passo Fundo,Passo Fundo,-28.26278,-52.40667,PPL,BR,179529,America/Sao_Paulo
16912,3454865,Alvorada,Alvorada,-30.00018,-51.07632,PPLA2,BR,187315,America/Sao_Paulo
16922,3454982,Parelheiros,Parelheiros,-23.8275,-46.72694,PPLX,BR,153695,America/Sao_Paulo
16938,3455070,Paranaguá,Paranagua,-25.51626,-48.52537,PPL,BR,141013,America/Sao_Paulo
16985,3455478,Palhoça,Palhoca,-27.64528,-48.66778,PPLA2,BR,175272,America/Sao_Paulo
17009,3455729,Ourinhos,Ourinhos,-22.97889,-49.87056,PPL,BR,103970,America/Sao_Paulo
17015,3455775,Osasco,Osasco,-23.5325,-46.79167,PPL,BR,728615,America/Sao_Paulo
17041,3456068,Novo Hamburgo,Novo Hamburgo,-29.67833,-51.13056,PPL,BR,253841,America/Sao_Paulo
17050,3456117,Nova Serrana,Nova Serrana,-19.87611,-44.98361,PPL,BR,105552,America/Sao_Paulo
17065,3456147,Nova Lima,Nova Lima,-19.98556,-43.84667,PPL,BR,111697,America/Sao_Paulo
17071,3456160,Nova Iguaçu,Nova Iguacu,-22.75917,-43.45111,PPLA2,BR,823302,America/Sao_Paulo
17075,3456166,Nova Friburgo,Nova Friburgo,-22.28194,-42.53111,PPLA2,BR,191158,America/Sao_Paulo
17091,3456223,Nossa Senhora do Socorro,Nossa Senhora do Socorro,-10.855,-37.12611,PPL,BR,192330,America/Maceio
17093,3456225,Freguesia do Ó,Freguesia do O,-23.49877,-46.69983,PPLX,BR,137240,America/Sao_Paulo
17103,3456283,Niterói,Niteroi,-22.88333,-43.10361,PPL,BR,456456,America/Sao_Paulo
17107,3456290,Nilópolis,Nilopolis,-22.8075,-43.41389,PPL,BR,147281,America/Sao_Paulo
17139,3456500,Muriaé,Muriae,-21.13056,-42.36639,PPL,BR,104108,America/Sao_Paulo
17176,3456814,Montes Claros,Montes Claros,-16.735,-43.86167,PPL,BR,414240,America/Sao_Paulo
17208,3457000,Mogi Guaçu,Mogi Guacu,-22.3677,-46.94552,PPL,BR,153658,America/Sao_Paulo
17209,3457001,Mogi das Cruzes,Mogi das Cruzes,-23.52278,-46.18833,PPL,BR,325746,America/Sao_Paulo
17254,3457381,Mauá,Maua,-23.66778,-46.46139,PPLA2,BR,477552,America/Sao_Paulo
17288,3457671,Maringá,Maringa,-23.42528,-51.93861,PPLA2,BR,311724,America/Sao_Paulo
17290,3457692,Marília,Marilia,-22.21389,-49.94583,PPLA2,BR,240590,America/Sao_Paulo
17295,3457708,Maricá,Marica,-22.91944,-42.81861,PPLA2,BR,211986,America/Sao_Paulo
17351,3458131,Mairiporã,Mairipora,-23.31861,-46.58667,PPLA2,BR,101937,America/Sao_Paulo
17355,3458142,Magé,Mage,-22.65278,-43.04056,PPL,BR,244092,America/Sao_Paulo
17374,3458266,Macaé,Macae,-22.38484,-41.78324,PPL,BR,143029,America/Sao_Paulo
17375,3458329,Luziânia,Luziania,-16.2525,-47.95028,PPL,BR,209129,America/Sao_Paulo
17396,3458449,Londrina,Londrina,-23.31028,-51.16278,PPLA2,BR,588125,America/Sao_Paulo
17401,3458498,Linhares,Linhares,-19.39111,-40.07222,PPL,BR,166786,America/Sao_Paulo
17403,3458575,Limeira,Limeira,-22.56472,-47.40167,PPL,BR,291869,America/Sao_Paulo
17421,3458696,Lavras,Lavras,-21.24528,-44.99972,PPL,BR,104761,America/Sao_Paulo
17440,3458930,Lages,Lages,-27.81611,-50.32611,PPL,BR,164676,America/Sao_Paulo
17464,3459342,Lagarto,Lagarto,-10.91722,-37.65,PPL,BR,101579,America/Maceio
17482,3459462,Jundiaí,Jundiai,-23.18639,-46.88417,PPLA2,BR,443221,America/Sao_Paulo
17486,3459505,Juiz de Fora,Juiz de Fora,-21.76417,-43.35028,PPLA2,BR,573285,America/Sao_Paulo
17495,3459712,Joinville,Joinville,-26.30444,-48.84556,PPL,BR,461304,America/Sao_Paulo
17519,3459943,Jequié,Jequie,-13.85875,-40.08512,PPL,BR,127475,America/Bahia
17524,3460005,Jaú,Jau,-22.29639,-48.55778,PPL,BR,133497,America/Sao_Paulo
17527,3460064,Jataí,Jatai,-17.87939,-51.72166,PPL,BR,105729,America/Sao_Paulo
17535,3460102,Jaraguá do Sul,Jaragua do Sul,-26.48611,-49.06667,PPL,BR,182660,America/Sao_Paulo
17536,3460103,Jaraguá,Jaragua,-23.44077,-46.73774,PPLX,BR,211610,America/Sao_Paulo
17542,3460132,Japeri,Japeri,-22.64306,-43.65333,PPL,BR,102149,America/Sao_Paulo
17547,3460170,Jandira,Jandira,-23.5275,-46.9025,PPL,BR,118045,America/Sao_Paulo
17576,3460370,Jacareí,Jacarei,-23.30528,-45.96583,PPL,BR,213110,America/Sao_Paulo
17601,3460523,Ituiutaba,Ituiutaba,-18.97428,-49.46212,PPL,BR,102217,America/Sao_Paulo
17605,3460535,Itu,Itu,-23.26417,-47.29917,PPL,BR,137586,America/Sao_Paulo
17622,3460598,Itatiba,Itatiba,-23.00583,-46.83889,PPLA2,BR,122581,America/Sao_Paulo
17632,3460634,Itaquera,Itaquera,-23.53194,-46.44417,PPLX,BR,210960,America/Sao_Paulo
17634,3460644,Itaquaquecetuba,Itaquaquecetuba,-23.48611,-46.34833,PPL,BR,369275,America/Sao_Paulo
17650,3460718,Itapevi,Itapevi,-23.54889,-46.93417,PPLA2,BR,240961,America/Sao_Paulo
17653,3460728,Itapetininga,Itapetininga,-23.59167,-48.05306,PPL,BR,157790,America/Sao_Paulo
17655,3460733,Itaperuna,Itaperuna,-21.205,-41.88778,PPL,BR,107246,America/Sao_Paulo
17661,3460748,Itapecerica da Serra,Itapecerica da Serra,-23.71694,-46.84917,PPL,BR,158522,America/Sao_Paulo
17673,3460791,Itanhaém,Itanhaem,-24.18306,-46.78889,PPLA2,BR,103102,America/Sao_Paulo
17692,3460845,Itajaí,Itajai,-26.90778,-48.66194,PPL,BR,155716,America/Sao_Paulo
17700,3460899,Itaguaí,Itaguai,-22.85222,-43.77528,PPL,BR,123980,America/Sao_Paulo
17708,3460949,Itabuna,Itabuna,-14.78556,-39.28028,PPL,BR,205660,America/Bahia
17709,3460950,Itaboraí,Itaborai,-22.74444,-42.85944,PPL,BR,240040,America/Sao_Paulo
17712,3460960,Itabira,Itabira,-19.61917,-43.22694,PPL,BR,113343,America/Sao_Paulo
17718,3460974,Itabaiana,Itabaiana,-10.685,-37.42528,PPL,BR,103440,America/Maceio
17749,3461109,Ipiranga,Ipiranga,-23.59957,-46.61599,PPLX,BR,116271,America/Sao_Paulo
17761,3461144,Ipatinga,Ipatinga,-19.46833,-42.53667,PPL,BR,228746,America/Sao_Paulo
17782,3461311,Indaiatuba,Indaiatuba,-23.08842,-47.2119,PPLA2,BR,256223,America/Sao_Paulo
17797,3461408,Ilhéus,Ilheus,-14.79909,-39.03228,PPL,BR,155499,America/Bahia
17837,3461563,Ibirité,Ibirite,-20.02194,-44.05889,PPL,BR,170537,America/Sao_Paulo
17877,3461655,Hortolândia,Hortolandia,-22.85833,-47.22,PPLA2,BR,234259,America/Sao_Paulo
17897,3461786,Guarulhos,Guarulhos,-23.46278,-46.53333,PPL,BR,1169577,America/Sao_Paulo
17899,3461789,Guarujá,Guaruja,-23.99306,-46.25639,PPLA2,BR,322750,America/Sao_Paulo
17906,3461859,Guaratinguetá,Guaratingueta,-22.81639,-45.1925,PPL,BR,118044,America/Sao_Paulo
17912,3461879,Guarapuava,Guarapuava,-25.39048,-51.46541,PPL,BR,182093,America/Sao_Paulo
17913,3461888,Guarapari,Guarapari,-20.67182,-40.50196,PPL,BR,124656,America/Sao_Paulo
17928,3461936,Guará,Guara,-15.80976,-47.97202,PPL,BR,120641,America/Sao_Paulo
17948,3462011,Guaianases,Guaianases,-23.54333,-46.41083,PPLX,BR,109316,America/Sao_Paulo
17953,3462089,Gravataí,Gravatai,-29.94218,-50.99278,PPLA2,BR,265074,America/Sao_Paulo
17959,3462315,Governador Valadares,Governador Valadares,-18.85111,-41.94944,PPL,BR,250878,America/Sao_Paulo
17970,3462377,Goiânia,Goiania,-16.67861,-49.25389,PPLA,BR,1536097,America/Sao_Paulo
18000,3462672,Gama,Gama,-16.02511,-48.07121,PPL,BR,139467,America/Sao_Paulo
18017,3462964,Franco da Rocha,Franco da Rocha,-23.32167,-46.72694,PPL,BR,144849,America/Sao_Paulo
18019,3462980,Francisco Morato,Francisco Morato,-23.28167,-46.74528,PPL,BR,165139,America/Sao_Paulo
18024,3463011,Franca,Franca,-20.53861,-47.40083,PPLA2,BR,358539,America/Sao_Paulo
18025,3463030,Foz do Iguaçu,Foz do Iguacu,-25.54778,-54.58806,PPLA2,BR,258248,America/Sao_Paulo
18033,3463140,Formosa,Formosa,-15.53722,-47.33444,PPL,BR,115901,America/Sao_Paulo
18040,3463237,Florianópolis,Florianopolis,-27.59667,-48.54917,PPLA,BR,508826,America/Sao_Paulo
18056,3463422,Ferraz de Vasconcelos,Ferraz de Vasconcelos,-23.54083,-46.36861,PPL,BR,179198,America/Sao_Paulo
18068,3463478,Feira de Santana,Feira de Santana,-12.26667,-38.96667,PPL,BR,619609,America/Bahia
18081,3463690,Eunápolis,Eunapolis,-16.3775,-39.58028,PPL,BR,113710,America/Bahia
18130,3464305,Embu das Artes,Embu das Artes,-23.64889,-46.85222,PPL,BR,250691,America/Sao_Paulo
18141,3464374,Duque de Caxias,Duque de Caxias,-22.78556,-43.31167,PPL,BR,818329,America/Sao_Paulo
18150,3464460,Dourados,Dourados,-22.22111,-54.80556,PPL,BR,162202,America/Campo_Grande
18178,3464688,Divinópolis,Divinopolis,-20.14355,-44.89065,PPL,BR,231091,America/Sao_Paulo
18195,3464739,Diadema,Diadema,-23.68611,-46.62278,PPL,BR,393237,America/Sao_Paulo
18211,3464975,Curitiba,Curitiba,-25.42778,-49.27306,PPLA,BR,1948626,America/Sao_Paulo
18218,3465038,Cuiabá,Cuiaba,-15.59611,-56.09667,PPLA,BR,618124,America/Cuiaba
18219,3465059,Cubatão,Cubatao,-23.895,-46.42528,PPL,BR,112476,America/Sao_Paulo
18245,3465196,Criciúma,Criciuma,-28.6775,-49.36972,PPL,BR,161954,America/Sao_Paulo
18251,3465284,Cotia,Cotia,-23.60389,-46.91917,PPLA2,BR,253608,America/Sao_Paulo
18280,3465476,Coronel Fabriciano,Coronel Fabriciano,-19.51861,-42.62889,PPL,BR,104736,America/Sao_Paulo
18301,3465624,Contagem,Contagem,-19.93167,-44.05361,PPL,BR,627123,America/Sao_Paulo
18306,3465644,Conselheiro Lafaiete,Conselheiro Lafaiete,-20.66028,-43.78611,PPL,BR,111596,America/Sao_Paulo
18343,3465927,Colombo,Colombo,-25.29167,-49.22417,PPLA2,BR,246540,America/Sao_Paulo
18347,3465944,Colatina,Colatina,-19.53944,-40.63056,PPL,BR,101190,America/Sao_Paulo
18375,3466296,Chapecó,Chapeco,-27.09639,-52.61833,PPL,BR,160157,America/Sao_Paulo
18400,3466489,Ceilândia,Ceilandia,-15.8091,-48.13096,PPL,BR,287023,America/Sao_Paulo
18404,3466537,Caxias do Sul,Caxias do Sul,-29.16806,-51.17944,PPL,BR,381270,America/Sao_Paulo
18420,3466692,Catanduva,Catanduva,-21.13778,-48.97278,PPL,BR,115791,America/Sao_Paulo
18421,3466696,Catalão,Catalao,-18.16583,-47.94639,PPL,BR,114427,America/Sao_Paulo
18434,3466779,Cascavel,Cascavel,-24.95583,-53.45528,PPL,BR,257172,America/Sao_Paulo
18460,3466954,Cariacica,Cariacica,-20.26389,-40.42,PPL,BR,353491,America/Sao_Paulo
18470,3466998,Carapicuíba,Carapicuiba,-23.52272,-46.835,PPLA2,BR,386984,America/Sao_Paulo
18478,3467081,Caraguatatuba,Caraguatatuba,-23.62028,-45.41306,PPLA2,BR,123389,America/Sao_Paulo
18510,3467467,Canoas,Canoas,-29.91778,-51.18361,PPL,BR,328291,America/Sao_Paulo
18544,3467693,Campos dos Goytacazes,Campos dos Goytacazes,-21.75227,-41.33044,PPLA2,BR,511168,America/Sao_Paulo
18549,3467722,Campo Limpo,Campo Limpo,-23.63634,-46.76565,PPLX,BR,236162,America/Sao_Paulo
18552,3467736,Campo Largo,Campo Largo,-25.45955,-49.53014,PPL,BR,136327,America/Sao_Paulo
18553,3467747,Campo Grande,Campo Grande,-20.44278,-54.64639,PPLA,BR,906092,America/Campo_Grande
18571,3467865,Campinas,Campinas,-22.90556,-47.06083,PPL,BR,1031554,America/Sao_Paulo
18585,3467978,Cambé,Cambe,-23.27583,-51.27833,PPL,BR,107208,America/Sao_Paulo
18594,3468031,Camaçari,Camacari,-12.6975,-38.32417,PPL,BR,188758,America/Bahia
18608,3468215,Caieiras,Caieiras,-23.36417,-46.74056,PPL,BR,102775,America/Sao_Paulo
18628,3468376,Cachoeiro de Itapemirim,Cachoeiro de Itapemirim,-20.84889,-41.11278,PPL,BR,187019,America/Sao_Paulo
18629,3468403,Cachoeirinha,Cachoeirinha,-29.95111,-51.09389,PPL,BR,136258,America/Sao_Paulo
18648,3468615,Cabo Frio,Cabo Frio,-22.88717,-42.02622,PPL,BR,238166,America/Sao_Paulo
18667,3468879,Brusque,Brusque,-27.09795,-48.91281,PPL,BR,141385,America/Sao_Paulo
18687,3469058,Brasília,Brasilia,-15.77972,-47.92972,PPLC,BR,2207718,America/Sao_Paulo
18690,3469092,Bragança Paulista,Braganca Paulista,-22.9527,-46.54418,PPLA2,BR,176811,America/Sao_Paulo
18697,3469136,Botucatu,Botucatu,-22.88583,-48.445,PPLA2,BR,148130,America/Sao_Paulo
18753,3469968,Blumenau,Blumenau,-26.91944,-49.06611,PPLA2,BR,361855,America/Sao_Paulo
