City,country,code_3L,month,temp_avg,temp_max,temp_min
Port Vila,vanuatu,VUT,1,26.6,31.2,22.6
Port Vila,vanuatu,VUT,10,24.4,29.1,20.8
Port Vila,vanuatu,VUT,11,25.2,29.8,21.2
Port Vila,vanuatu,VUT,12,26.3,31.2,22.4
Port Vila,vanuatu,VUT,2,27.2,31.1,23.5
Port Vila,vanuatu,VUT,3,26.6,30.7,22.7
Port Vila,vanuatu,VUT,4,25.9,30.3,22.1
Port Vila,vanuatu,VUT,5,24.1,28.6,20.0
Port Vila,vanuatu,VUT,6,23.1,27.7,19.6
Port Vila,vanuatu,VUT,7,22.8,27.1,19.1
Port Vila,vanuatu,VUT,8,22.6,27.1,19.1
Port Vila,vanuatu,VUT,9,23.2,27.9,19.3
Porto,portugal,PRT,1,10.2,14.6,6.7
Porto,portugal,PRT,10,16.8,21.0,13.6
Porto,portugal,PRT,11,13.2,16.6,10.5
Porto,portugal,PRT,12,11.4,15.4,8.6
Porto,portugal,PRT,2,11.4,15.5,8.1
Porto,portugal,PRT,3,12.7,17.9,8.8
Porto,portugal,PRT,4,14.1,18.1,10.6
Porto,portugal,PRT,5,16.4,20.5,12.8
Porto,portugal,PRT,6,17.9,21.8,14.5
Porto,portugal,PRT,7,20.1,24.7,16.1
Porto,portugal,PRT,8,20.0,24.7,15.9
Porto,portugal,PRT,9,18.7,23.5,15.0
Punta del Este,uruguay,URY,1,23.1,28.3,18.4
Punta del Este,uruguay,URY,10,15.9,21.0,11.3
Punta del Este,uruguay,URY,11,19.2,24.6,14.3
Punta del Este,uruguay,URY,12,20.8,25.8,16.2
Punta del Este,uruguay,URY,2,23.0,27.9,18.5
Punta del Este,uruguay,URY,3,21.2,25.8,17.2
Punta del Este,uruguay,URY,4,17.8,22.5,13.5
Punta del Este,uruguay,URY,5,13.7,17.9,9.6
Punta del Este,uruguay,URY,6,11.8,15.8,8.0
Punta del Este,uruguay,URY,7,10.8,15.5,6.7
Punta del Este,uruguay,URY,8,11.7,16.6,7.6
Punta del Este,uruguay,URY,9,13.8,18.5,9.6
Quebec City,canada,CAN,1,-9.4,-5.7,-13.5
Quebec City,canada,CAN,10,8.5,12.6,4.0
Quebec City,canada,CAN,11,1.3,4.1,-2.6
Quebec City,canada,CAN,12,-5.1,-2.2,-8.7
Quebec City,canada,CAN,2,-9.1,-4.4,-13.9
Quebec City,canada,CAN,3,-3.5,1.0,-7.7
Quebec City,canada,CAN,4,3.9,7.8,-0.7
Quebec City,canada,CAN,5,12.6,18.0,6.9
Quebec City,canada,CAN,6,17.4,22.3,11.9
Quebec City,canada,CAN,7,20.7,25.7,15.1
Quebec City,canada,CAN,8,19.8,24.4,14.4
Quebec City,canada,CAN,9,15.8,20.2,10.1
Québec City,canada,CAN,1,-9.4,-5.7,-13.5
Québec City,canada,CAN,10,8.5,12.6,4.0
Québec City,canada,CAN,11,1.3,4.1,-2.6
Québec City,canada,CAN,12,-5.1,-2.2,-8.7
Québec City,canada,CAN,2,-9.3,-4.4,-14.2
Québec City,canada,CAN,3,-3.5,1.0,-7.7
Québec City,canada,CAN,4,3.9,7.8,-0.7
Québec City,canada,CAN,5,12.6,18.0,6.9
Québec City,canada,CAN,6,17.4,22.3,11.9
Québec City,canada,CAN,7,20.7,25.7,15.1
Québec City,canada,CAN,8,19.8,24.4,14.4
Québec City,canada,CAN,9,15.8,20.2,10.1
Rennes,france,FRA,1,6.1,9.4,3.1
Rennes,france,FRA,10,13.2,17.9,9.4
Rennes,france,FRA,11,9.2,13.1,6.1
Rennes,france,FRA,12,7.6,10.6,4.7
Rennes,france,FRA,2,7.0,11.0,3.6
Rennes,france,FRA,3,8.8,13.6,4.7
Rennes,france,FRA,4,11.1,16.9,5.7
Rennes,france,FRA,5,14.3,20.0,9.1
Rennes,france,FRA,6,17.7,23.4,12.5
Rennes,france,FRA,7,19.5,25.6,13.9
Rennes,france,FRA,8,19.0,25.3,13.7
Rennes,france,FRA,9,16.6,22.5,11.9
Salalah,oman,OMN,1,23.9,27.9,20.2
Salalah,oman,OMN,10,27.5,30.9,24.2
Salalah,oman,OMN,11,27.1,31.1,23.5
Salalah,oman,OMN,12,25.3,29.4,21.6
Salalah,oman,OMN,2,24.4,28.3,20.9
Salalah,oman,OMN,3,26.7,30.5,23.0
Salalah,oman,OMN,4,28.8,32.0,25.8
Salalah,oman,OMN,5,30.2,33.2,28.0
Salalah,oman,OMN,6,29.8,32.2,28.1
Salalah,oman,OMN,7,26.6,28.4,25.4
Salalah,oman,OMN,8,25.7,27.5,24.5
Salalah,oman,OMN,9,27.3,30.0,25.4
San José,costa rica,CRI,1,22.1,27.8,18.0
San José,costa rica,CRI,10,21.6,27.2,18.0
San José,costa rica,CRI,11,21.7,27.0,18.2
San José,costa rica,CRI,12,22.2,27.8,18.2
San José,costa rica,CRI,2,22.1,28.0,17.8
San José,costa rica,CRI,3,22.8,29.2,18.1
San José,costa rica,CRI,4,23.1,29.5,18.4
San José,costa rica,CRI,5,22.8,28.5,18.8
San José,costa rica,CRI,6,22.3,27.9,18.7
San José,costa rica,CRI,7,22.4,27.9,18.7
San José,costa rica,CRI,8,22.4,28.1,18.5
San José,costa rica,CRI,9,22.0,28.0,18.1
Sapa,vietnam,VNM,1,9.4,12.5,6.2
Sapa,vietnam,VNM,10,16.2,19.0,13.5
Sapa,vietnam,VNM,11,13.0,15.9,10.1
Sapa,vietnam,VNM,12,10.2,13.4,6.9
Sapa,vietnam,VNM,2,10.8,14.1,7.5
Sapa,vietnam,VNM,3,14.4,18.1,10.7
Sapa,vietnam,VNM,4,17.5,21.2,13.8
Sapa,vietnam,VNM,5,19.4,22.4,16.3
Sapa,vietnam,VNM,6,20.2,22.8,17.6
Sapa,vietnam,VNM,7,20.4,23.0,17.7
Sapa,vietnam,VNM,8,20.2,23.1,17.4
Sapa,vietnam,VNM,9,18.8,21.6,15.9
Seychelles,seychelles,SYC,1,27.5,30.2,25.2
Seychelles,seychelles,SYC,10,27.7,30.4,25.5
Seychelles,seychelles,SYC,11,27.7,30.9,25.2
Seychelles,seychelles,SYC,12,27.6,30.6,25.3
Seychelles,seychelles,SYC,2,28.1,30.9,25.8
Seychelles,seychelles,SYC,3,28.7,31.8,26.2
Seychelles,seychelles,SYC,4,28.7,31.8,26.1
Seychelles,seychelles,SYC,5,28.5,31.2,26.2
Seychelles,seychelles,SYC,6,27.5,29.8,25.6
Seychelles,seychelles,SYC,7,26.4,28.6,24.7
Seychelles,seychelles,SYC,8,26.4,28.7,24.7
Seychelles,seychelles,SYC,9,27.0,29.6,25.1
Sintra,portugal,PRT,1,11.0,14.7,7.3
Sintra,portugal,PRT,10,18.0,22.6,14.1
Sintra,portugal,PRT,11,14.2,17.9,10.8
Sintra,portugal,PRT,12,12.4,15.8,9.0
Sintra,portugal,PRT,2,11.9,15.9,8.2
Sintra,portugal,PRT,3,13.4,17.4,9.5
Sintra,portugal,PRT,4,14.8,18.8,11.0
Sintra,portugal,PRT,5,17.2,21.6,13.5
Sintra,portugal,PRT,6,18.6,22.9,15.3
Sintra,portugal,PRT,7,20.6,25.6,16.8
Sintra,portugal,PRT,8,20.9,26.2,16.9
Sintra,portugal,PRT,9,20.0,25.3,15.8
Strasbourg,france,FRA,1,3.2,6.4,0.4
Strasbourg,france,FRA,10,12.0,17.4,7.7
Strasbourg,france,FRA,11,6.8,10.2,3.8
Strasbourg,france,FRA,12,4.4,7.4,1.9
Strasbourg,france,FRA,2,4.9,9.2,1.2
Strasbourg,france,FRA,3,7.7,13.3,2.9
Strasbourg,france,FRA,4,11.2,17.4,5.6
Strasbourg,france,FRA,5,15.6,21.4,10.1
Strasbourg,france,FRA,6,20.1,26.2,14.4
Strasbourg,france,FRA,7,21.5,28.1,15.3
Strasbourg,france,FRA,8,21.1,27.8,15.3
Strasbourg,france,FRA,9,16.7,23.3,11.4
Tanna Island,vanuatu,VUT,1,27.5,31.2,22.7
Tanna Island,vanuatu,VUT,10,25.0,28.2,20.5
Tanna Island,vanuatu,VUT,11,26.2,29.3,20.8
Tanna Island,vanuatu,VUT,12,27.3,31.4,22.4
Tanna Island,vanuatu,VUT,2,28.0,31.4,23.8
Tanna Island,vanuatu,VUT,3,27.3,30.6,22.8
Tanna Island,vanuatu,VUT,4,26.6,30.2,22.6
Tanna Island,vanuatu,VUT,5,24.8,28.4,20.4
Tanna Island,vanuatu,VUT,6,23.9,27.3,19.4
Tanna Island,vanuatu,VUT,7,23.6,27.0,18.8
Tanna Island,vanuatu,VUT,8,23.0,26.7,18.3
Tanna Island,vanuatu,VUT,9,23.8,27.3,18.6
Toronto,canada,CAN,1,-2.9,0.3,-6.1
Toronto,canada,CAN,10,11.8,15.4,8.2
Toronto,canada,CAN,11,5.4,8.2,2.2
Toronto,canada,CAN,12,0.8,3.6,-1.9
Toronto,canada,CAN,2,-2.5,1.1,-6.2
Toronto,canada,CAN,3,2.2,5.8,-1.5
Toronto,canada,CAN,4,7.5,11.4,3.6
Toronto,canada,CAN,5,14.8,19.5,10.2
Toronto,canada,CAN,6,19.2,24.1,15.0
Toronto,canada,CAN,7,22.9,27.4,18.4
Toronto,canada,CAN,8,22.0,26.3,17.9
Toronto,canada,CAN,9,18.9,23.0,14.7
Toulouse,france,FRA,1,6.2,9.9,3.0
Toulouse,france,FRA,10,15.7,21.0,11.5
Toulouse,france,FRA,11,10.4,14.6,6.9
Toulouse,france,FRA,12,7.9,12.0,4.6
Toulouse,france,FRA,2,8.2,12.8,4.3
Toulouse,france,FRA,3,10.4,15.4,6.3
Toulouse,france,FRA,4,13.1,18.5,8.4
Toulouse,france,FRA,5,16.5,22.0,11.8
Toulouse,france,FRA,6,21.1,26.9,16.1
Toulouse,france,FRA,7,23.5,29.6,18.0
Toulouse,france,FRA,8,23.5,29.9,17.8
Toulouse,france,FRA,9,19.8,25.9,14.8
Trinidad,cuba,CUB,1,24.4,27.3,21.8
Trinidad,cuba,CUB,10,28.0,30.7,25.9
Trinidad,cuba,CUB,11,26.5,29.1,24.3
Trinidad,cuba,CUB,12,25.2,27.7,22.9
Trinidad,cuba,CUB,2,25.0,28.2,22.2
Trinidad,cuba,CUB,3,26.0,29.0,23.5
Trinidad,cuba,CUB,4,27.0,30.3,24.5
Trinidad,cuba,CUB,5,27.9,30.9,25.6
Trinidad,cuba,CUB,6,28.6,31.8,26.0
Trinidad,cuba,CUB,7,29.3,32.8,26.5
Trinidad,cuba,CUB,8,28.9,32.6,26.1
Trinidad,cuba,CUB,9,28.6,31.9,26.2
Vancouver,canada,CAN,1,5.4,7.5,3.2
Vancouver,canada,CAN,10,11.2,14.0,8.5
Vancouver,canada,CAN,11,7.5,9.8,5.0
Vancouver,canada,CAN,12,4.8,7.0,3.1
Vancouver,canada,CAN,2,5.2,7.6,2.7
Vancouver,canada,CAN,3,7.7,10.8,4.7
Vancouver,canada,CAN,4,10.0,13.6,6.6
Vancouver,canada,CAN,5,14.3,18.3,10.4
Vancouver,canada,CAN,6,16.9,21.0,12.9
Vancouver,canada,CAN,7,19.8,24.2,15.4
Vancouver,canada,CAN,8,19.4,23.7,15.2
Vancouver,canada,CAN,9,15.9,19.4,12.3
Vancouver Island,canada,CAN,1,3.5,4.6,2.5
Vancouver Island,canada,CAN,10,10.0,14.0,6.0
Vancouver Island,canada,CAN,11,6.0,9.0,3.0
Vancouver Island,canada,CAN,12,4.0,6.0,2.0
Vancouver Island,canada,CAN,2,4.0,6.0,2.0
Vancouver Island,canada,CAN,3,6.0,9.0,3.0
Vancouver Island,canada,CAN,4,9.0,12.0,5.0
Vancouver Island,canada,CAN,5,12.5,16.0,9.0
Vancouver Island,canada,CAN,6,15.0,19.0,11.0
Vancouver Island,canada,CAN,7,17.5,22.0,13.0
Vancouver Island,canada,CAN,8,17.0,21.0,13.0
Vancouver Island,canada,CAN,9,14.0,18.0,10.0
Victoria,seychelles,SYC,1,27.5,30.2,25.2
Victoria,seychelles,SYC,10,27.7,30.4,25.5
Victoria,seychelles,SYC,11,27.7,30.9,25.2
Victoria,seychelles,SYC,12,27.6,30.6,25.3
Victoria,seychelles,SYC,2,28.1,30.9,25.8
Victoria,seychelles,SYC,3,28.7,31.8,26.2
Victoria,seychelles,SYC,4,28.7,31.8,26.1
Victoria,seychelles,SYC,5,28.5,31.2,26.2
Victoria,seychelles,SYC,6,27.5,29.8,25.6
Victoria,seychelles,SYC,7,26.4,28.6,24.7
Victoria,seychelles,SYC,8,26.4,28.7,24.7
Victoria,seychelles,SYC,9,27.0,29.6,25.1
Vilamoura,portugal,PRT,1,12.8,16.6,9.2
Vilamoura,portugal,PRT,10,20.0,23.4,17.0
Vilamoura,portugal,PRT,11,16.2,19.7,12.9
Vilamoura,portugal,PRT,12,14.2,17.7,11.1
Vilamoura,portugal,PRT,2,13.7,17.4,10.4
Vilamoura,portugal,PRT,3,14.6,18.3,11.2
Vilamoura,portugal,PRT,4,16.8,20.5,13.4
Vilamoura,portugal,PRT,5,19.8,24.1,16.0
Vilamoura,portugal,PRT,6,22.0,26.2,18.4
Vilamoura,portugal,PRT,7,24.4,29.0,20.5
Vilamoura,portugal,PRT,8,24.7,29.3,20.8
Vilamoura,portugal,PRT,9,22.4,26.1,19.0
Whistler,canada,CAN,1,-2.5,0.4,-5.5
Whistler,canada,CAN,10,7.6,11.6,4.4
Whistler,canada,CAN,11,1.8,5.1,-1.6
Whistler,canada,CAN,12,-1.8,0.9,-2.5
Whistler,canada,CAN,2,-1.8,0.8,-7.2
Whistler,canada,CAN,3,0.2,3.5,-5.0
Whistler,canada,CAN,4,4.6,9.1,-0.6
Whistler,canada,CAN,5,9.0,14.4,3.4
Whistler,canada,CAN,6,14.1,18.8,9.1
Whistler,canada,CAN,7,18.2,23.2,13.0
Whistler,canada,CAN,8,17.8,23.3,12.8
Whistler,canada,CAN,9,14.5,19.3,9.9
